,_c0,_c1,_c2,_c3,_c4,_c5,_c6,_c7,_c8,_c9,_c10,_c11,_c12,_c13,_c14,_c15,_c16,_c17,_c18,_c19,_c20,_c21,_c22,_c23,_c24,_c25,_c26,_c27,_c28,_c29,_c30,_c31,_c32,_c33,_c34,_c35,_c36,_c37,_c38,_c39,_c40,_c41,_c42,_c43,_c44,_c45,_c46,_c47,_c48,_c49,_c50,_c51,_c52,_c53,_c54,_c55,_c56,_c57,_c58,_c59,_c60,_c61,_c62,_c63,Label
105,152.31,147.78,126.3,137.38,153.53,131.71,122.65,125.79,173.49,172.63,152.38,154.9,166.15,140.24,119.69,115.85,185.75,185.63,163.82,151.56,158.35,134.48,102.66,105.56,184.28,202.06,178.73,143.74,142.1,127.97,101.76,102.97,145.15,155.52,137.22,143.41,173.07,176.75,154.59,116.2,105.04,107.31,104.42,112.08,141.12,167.9,179.77,176.69,144.64,120.12,89.325,90.61,106.36,122.34,147.16,149.43,165.68,157.78,147.42,143.87,99.676,75.887,130.09,135.71,0
106,152.48,149.56,149.98,150.77,143.02,152.69,161.84,158.68,120.62,140.45,154.71,153.61,147.27,153.54,171.29,178.0,109.72,117.83,123.76,147.24,177.66,180.13,181.3,196.11,139.66,121.18,106.73,130.2,175.42,179.85,154.71,164.81,156.59,152.08,115.17,99.511,128.02,137.13,139.33,169.17,163.33,146.87,124.79,98.202,106.55,121.83,138.33,169.37,137.95,160.0,163.24,132.34,129.14,116.01,130.64,149.78,116.43,149.31,162.87,166.37,161.55,123.75,129.49,137.82,0
107,152.61,159.63,152.13,139.86,143.81,158.46,166.9,178.08,161.48,157.94,168.77,162.68,154.36,163.79,148.51,158.45,169.02,171.58,176.03,145.58,142.78,173.16,169.52,140.35,153.34,181.35,197.81,177.3,158.81,157.95,178.49,168.53,144.3,176.62,186.28,175.11,177.8,171.58,175.22,178.41,163.8,164.83,167.85,168.6,172.64,184.24,178.16,180.71,151.11,145.02,146.42,159.68,157.04,177.7,157.63,163.28,173.19,175.47,143.22,141.35,144.39,163.03,161.27,166.14,0
108,152.72,159.42,139.23,135.89,143.51,162.32,178.98,178.08,128.07,147.01,150.07,148.81,143.94,138.19,152.54,162.42,103.11,124.23,159.07,152.64,149.05,134.51,141.49,147.62,128.92,125.01,154.39,156.76,153.5,137.69,132.39,132.85,171.27,154.75,134.19,144.82,166.02,166.74,139.7,120.33,156.05,144.85,136.41,149.3,178.23,189.11,173.34,149.3,117.2,123.35,133.23,146.85,160.95,163.53,159.48,180.88,121.13,120.76,123.6,136.76,149.3,156.68,160.34,179.55,0
109,153.55,155.45,140.97,151.74,135.37,112.7,120.23,121.72,142.31,167.47,152.15,143.06,135.07,112.81,95.538,103.52,129.75,131.12,150.35,160.08,147.33,108.38,92.961,118.41,145.58,124.88,136.56,161.72,152.65,118.35,129.05,135.62,178.34,161.9,141.48,130.19,122.21,131.76,146.98,138.9,168.92,165.55,142.5,129.16,125.5,146.86,149.71,139.85,155.68,147.34,132.22,144.52,159.01,176.96,169.4,149.22,165.01,158.11,144.46,153.58,147.66,153.43,157.3,159.55,0
110,153.89,174.8,159.83,154.61,171.51,182.87,173.83,169.95,166.32,180.48,168.5,158.63,177.18,185.62,182.79,172.37,161.36,177.35,186.1,177.67,158.81,169.1,180.27,158.44,138.24,157.0,160.7,167.56,162.0,155.3,165.5,174.37,133.6,133.39,146.0,167.16,159.99,138.1,153.31,181.35,157.57,153.74,168.33,168.03,152.24,136.22,143.78,163.55,166.04,169.4,178.9,181.85,166.84,159.32,140.52,144.55,147.81,166.11,187.84,193.08,197.32,179.47,146.46,149.98,0
111,154.08,150.13,143.11,131.93,114.14,138.13,146.69,136.71,131.36,120.34,142.91,145.1,118.47,126.36,145.82,158.24,136.55,116.43,120.65,128.96,125.43,134.09,158.02,158.86,142.7,118.57,91.871,113.45,151.84,150.64,135.18,158.1,144.9,144.78,129.42,132.25,155.43,146.25,128.3,145.56,139.99,142.73,147.62,151.14,148.98,140.78,142.58,141.12,149.6,128.64,139.02,166.5,167.49,145.28,151.06,175.22,151.05,122.44,117.77,136.27,148.33,154.42,142.46,148.7,0
112,154.28,151.34,149.97,148.41,151.7,168.91,188.72,172.54,168.84,182.33,154.44,138.89,148.4,148.79,169.02,169.74,134.29,155.12,157.52,160.7,169.4,163.93,172.23,174.58,108.71,133.28,142.35,163.8,180.07,203.8,187.47,184.85,113.45,127.21,137.79,150.85,180.24,203.58,171.43,143.06,167.07,144.84,144.96,142.33,147.11,167.45,170.92,147.75,179.76,160.39,132.31,158.37,169.92,167.53,186.69,186.19,181.47,183.42,141.08,149.23,182.1,171.69,187.51,192.96,0
113,154.45,164.22,171.84,170.69,171.53,137.28,137.04,134.96,178.78,138.91,133.98,143.32,141.22,149.38,176.19,183.1,179.65,151.97,136.01,110.08,111.78,138.54,174.65,167.01,153.23,150.14,147.86,105.42,98.603,108.99,123.61,142.71,119.52,113.92,115.95,102.78,98.041,90.691,92.37,120.93,104.79,107.21,134.63,142.06,138.75,129.58,115.88,108.42,150.29,163.55,190.69,178.9,160.76,176.22,209.62,168.43,182.33,205.7,197.2,177.31,178.74,176.94,203.64,180.73,0
114,154.48,138.8,168.6,193.3,193.81,165.88,157.54,171.56,132.24,133.47,154.1,167.54,183.96,188.12,182.19,175.93,134.18,137.92,131.32,133.77,158.69,179.58,185.75,177.15,150.77,159.38,138.68,117.39,134.63,165.27,181.5,171.1,162.14,151.91,147.84,132.83,128.83,151.71,165.44,160.82,165.99,173.34,172.71,154.68,132.68,135.78,170.17,166.64,179.63,186.67,176.27,152.81,131.04,162.75,183.1,177.55,177.29,196.64,172.35,136.94,125.54,136.69,169.3,207.98,0
115,154.51,171.52,181.54,164.35,165.2,158.9,140.32,162.08,122.04,130.51,149.4,168.93,204.67,191.23,159.62,161.64,133.48,112.78,113.76,158.84,196.38,215.53,193.55,159.21,144.26,122.06,107.91,126.48,152.41,177.21,185.77,196.1,170.02,146.66,146.82,107.33,125.2,141.28,140.85,170.17,177.01,157.92,161.67,135.84,137.36,168.96,143.68,127.06,183.48,166.37,176.43,185.17,146.03,149.21,164.95,151.11,171.99,175.31,182.54,179.6,132.67,154.73,198.22,178.78,0
116,155.05,138.77,132.69,125.87,144.79,165.1,142.95,143.85,157.38,117.0,116.61,126.03,140.51,142.99,127.2,153.45,132.9,119.62,156.34,166.24,146.46,108.19,112.43,138.25,152.34,162.01,162.66,167.89,135.87,103.8,105.18,126.12,177.68,174.64,144.35,130.84,130.05,137.43,120.77,128.2,162.39,163.37,123.86,122.99,151.86,144.99,119.4,151.52,162.45,153.78,116.57,113.07,139.56,164.08,141.32,153.66,129.3,149.28,138.81,107.31,111.29,128.83,149.07,155.41,0
117,155.12,155.45,176.96,203.95,188.1,175.43,190.45,184.92,148.03,161.7,170.3,176.77,170.3,171.46,182.03,188.21,172.19,174.39,155.91,156.12,167.45,189.73,189.82,187.64,169.89,178.72,170.88,159.74,184.27,201.66,182.55,186.89,151.51,179.72,179.5,164.14,173.15,169.4,164.05,183.12,152.99,146.44,149.99,152.61,179.6,192.97,189.77,186.1,170.93,162.05,140.65,141.34,186.5,201.36,197.24,187.82,162.08,189.81,169.05,137.53,169.24,188.23,180.6,165.47,0
118,155.14,163.39,145.96,130.39,131.6,112.67,92.808,95.545,143.79,136.71,132.85,144.4,148.83,126.05,92.509,96.302,151.12,131.39,124.99,140.23,153.58,127.3,111.14,129.81,134.99,117.01,127.11,146.55,165.32,140.41,125.94,152.95,104.76,115.29,133.84,145.89,148.26,123.51,106.31,122.28,130.69,152.65,156.47,136.1,126.25,118.01,81.168,85.723,131.84,146.0,141.2,135.81,145.58,144.89,119.66,95.993,128.12,136.09,131.05,142.35,149.38,135.05,116.05,89.566,0
119,155.84,147.72,162.07,165.83,158.35,169.6,180.84,184.56,131.08,140.3,150.6,156.18,157.74,167.38,191.16,185.47,127.19,139.03,158.2,176.48,188.37,169.5,158.57,161.98,130.35,157.12,184.36,173.67,183.2,172.71,146.17,161.61,145.95,164.72,195.6,202.03,179.56,160.04,160.77,180.97,174.28,157.57,180.95,204.18,178.32,129.34,149.96,176.12,176.38,163.86,165.27,177.89,165.9,148.04,162.36,172.22,171.15,158.71,157.68,156.81,149.67,156.37,168.62,187.41,0
120,156.52,133.34,135.92,147.31,162.07,170.21,159.63,152.24,161.72,132.34,118.45,165.46,188.56,177.43,155.14,162.62,155.39,135.27,132.17,162.48,187.34,172.38,158.75,165.95,137.84,131.1,141.59,162.82,182.72,170.18,162.09,173.57,143.24,142.51,127.75,139.3,163.7,158.68,153.26,159.26,156.56,177.1,154.01,130.66,138.44,125.64,137.36,151.43,158.05,179.88,169.6,146.54,164.13,145.34,130.81,143.41,163.26,180.09,176.63,156.6,160.47,169.99,160.59,144.95,0
121,156.7,157.75,168.85,174.35,157.06,129.74,126.62,152.71,188.04,191.43,168.14,170.18,167.4,137.41,146.45,161.5,176.39,194.88,162.06,142.84,145.34,134.68,152.78,157.11,172.84,143.68,127.05,131.9,127.77,138.51,168.4,164.13,180.78,150.81,140.97,152.52,144.16,151.3,172.16,170.69,182.43,158.11,123.92,131.03,137.41,139.15,154.48,154.76,162.25,159.08,121.22,123.95,139.59,152.46,138.02,138.23,133.48,130.06,139.8,167.19,179.07,151.51,117.91,119.94,0
122,156.95,168.2,158.17,156.94,145.29,146.93,185.38,196.3,135.08,149.14,166.98,194.03,171.45,140.64,165.8,170.8,131.63,131.22,156.44,181.29,178.0,162.25,152.7,129.27,162.94,154.71,146.73,158.34,172.77,189.73,148.91,135.93,173.78,187.07,153.02,125.1,138.67,149.08,153.81,166.22,174.36,163.92,137.54,137.52,137.18,148.78,181.71,193.5,168.33,139.46,149.21,143.34,132.88,160.4,175.46,192.18,155.23,130.31,159.05,141.83,138.97,148.1,158.52,176.32,0
123,157.22,157.49,158.21,143.16,157.2,175.04,168.03,158.7,175.23,162.32,148.88,146.06,165.45,152.44,138.47,167.43,188.9,182.04,154.13,148.09,145.07,134.15,133.45,149.66,177.57,177.26,182.76,159.66,138.58,120.55,119.04,127.8,167.3,156.25,186.29,176.48,141.9,132.83,142.63,145.2,166.03,162.41,172.63,164.0,158.67,167.23,171.5,180.99,170.28,183.67,185.04,162.65,174.77,188.0,199.94,182.97,164.79,184.59,195.04,175.81,168.24,161.23,183.15,172.91,0
124,157.9,134.26,136.82,136.15,147.42,151.53,178.12,166.66,149.79,151.36,148.15,155.97,173.35,172.75,176.76,149.63,123.54,132.02,149.44,154.99,155.25,160.0,163.67,158.28,115.43,141.1,159.85,153.05,140.07,133.69,155.76,163.55,121.67,154.44,157.61,159.42,156.35,129.86,144.21,163.83,149.71,144.13,144.31,160.53,154.34,135.01,145.33,164.76,175.63,177.4,147.2,129.02,108.56,122.21,151.89,153.97,179.12,179.78,167.32,141.34,111.28,120.51,130.93,131.58,0
125,158.04,161.95,183.62,166.95,111.53,114.1,133.1,146.77,138.33,142.52,161.58,165.2,134.99,130.46,148.14,161.85,119.12,137.98,133.65,118.68,108.6,122.22,151.13,164.76,136.79,169.89,160.27,120.48,120.09,145.31,153.7,155.42,145.0,162.71,157.08,127.73,128.01,139.69,136.95,128.1,152.04,150.08,119.24,111.28,130.59,149.88,138.02,116.3,135.52,137.73,115.37,120.91,148.32,172.83,169.78,137.69,108.88,106.48,115.48,122.75,132.61,156.45,160.47,138.63,0
126,158.06,150.27,148.41,124.38,111.04,121.73,127.44,148.41,162.04,157.64,173.3,161.96,135.34,146.17,146.39,130.81,159.72,172.37,185.47,192.44,169.17,176.37,165.26,128.04,141.69,170.24,187.73,185.02,178.12,178.37,192.85,173.81,136.45,148.79,149.81,159.98,185.83,181.54,175.99,158.86,155.37,131.4,136.07,143.84,174.14,174.42,180.47,164.86,141.61,137.2,173.57,169.95,151.54,164.42,194.73,194.87,121.95,123.33,172.62,193.02,170.73,156.78,189.59,206.51,0
127,158.36,174.87,173.68,145.97,139.77,145.68,134.82,145.82,148.14,166.57,178.83,171.34,145.46,142.15,142.25,160.61,165.37,165.52,157.96,156.03,161.43,164.53,141.85,145.87,155.28,164.86,168.65,163.34,152.18,161.01,165.43,161.62,131.62,146.92,173.71,188.7,147.59,143.6,159.89,156.63,116.28,141.27,157.32,186.76,158.08,123.53,140.68,151.43,130.52,134.81,146.39,178.82,175.23,142.51,148.66,150.25,150.81,139.71,143.19,172.42,188.6,181.83,145.85,134.58,0
128,158.53,152.47,148.5,155.18,175.89,166.2,140.46,117.92,175.96,148.48,125.47,151.78,163.69,143.63,147.42,156.51,179.55,137.0,137.31,165.5,157.95,138.68,146.76,149.34,162.37,161.94,176.13,186.95,170.65,138.69,143.35,145.2,182.55,166.5,160.99,168.5,154.02,127.85,140.36,158.11,189.9,163.31,140.49,138.16,123.62,131.32,140.37,160.45,167.19,162.48,155.36,167.73,157.88,132.45,137.81,152.48,148.4,152.83,163.28,179.81,174.14,137.59,134.41,150.18,0
129,158.87,174.15,137.13,132.68,164.51,184.78,156.29,118.18,152.14,146.36,144.17,167.14,184.29,180.75,158.92,133.13,147.65,145.85,170.69,185.22,187.43,177.46,139.61,155.22,130.32,133.58,163.01,170.25,168.21,171.59,145.78,163.78,116.71,118.33,142.04,162.8,159.52,143.93,140.48,158.4,121.99,116.45,146.5,163.78,182.69,168.36,144.19,141.64,132.29,135.47,138.91,147.38,152.08,145.78,160.92,168.57,142.14,161.25,154.65,149.04,152.83,153.52,164.23,177.86,0
130,159.39,167.68,165.06,148.86,156.4,167.29,167.85,155.03,165.32,182.46,175.41,146.06,144.32,137.3,134.55,145.47,158.61,177.28,167.92,154.75,162.44,160.76,168.28,177.95,170.78,165.35,148.72,159.45,172.55,144.86,163.35,169.2,173.53,162.86,138.6,160.56,166.83,153.56,160.26,164.55,179.88,176.23,160.53,161.11,161.48,148.07,161.85,156.86,181.64,187.71,178.71,168.11,167.67,156.74,126.89,131.07,140.71,164.68,171.96,160.72,180.01,193.33,148.24,119.63,0
131,159.41,157.46,143.02,154.82,163.79,156.55,138.19,146.19,137.43,131.04,139.49,149.55,167.52,160.02,159.57,170.3,127.75,142.83,150.32,147.82,151.72,145.63,146.17,150.7,175.37,164.68,155.37,156.19,146.03,146.01,145.01,134.99,195.06,189.31,155.39,160.14,162.71,166.75,151.78,144.34,176.41,192.82,159.38,131.63,138.66,134.84,133.75,162.67,180.03,171.08,148.59,119.83,129.6,121.67,122.75,127.33,198.26,154.79,114.93,121.92,124.54,135.24,137.0,134.35,0
132,159.5,157.21,173.46,202.46,212.98,155.02,139.13,144.15,141.3,140.68,170.54,186.4,191.87,165.78,158.89,131.87,128.61,141.5,173.45,184.35,186.11,182.6,159.45,124.94,170.59,139.82,163.41,174.83,175.25,190.97,166.85,132.53,166.83,138.99,163.36,161.79,168.9,159.08,163.55,170.41,188.76,141.37,132.65,142.94,146.8,142.39,171.15,206.21,181.06,148.64,151.29,145.68,135.56,138.52,176.54,191.4,187.2,171.5,150.75,130.19,158.59,147.49,151.12,182.53,0
133,159.71,167.39,165.49,159.24,163.88,169.98,148.46,139.33,139.51,164.68,177.73,172.73,186.76,180.71,159.97,150.99,128.84,141.65,160.64,166.42,169.31,162.47,153.85,170.98,133.79,123.91,139.23,140.72,136.45,146.6,145.85,162.18,128.19,107.02,141.62,140.16,131.6,130.77,136.25,151.37,148.13,129.0,147.58,160.36,134.06,110.24,119.19,140.87,164.98,143.63,143.29,162.59,168.34,139.94,122.03,131.13,144.07,119.45,130.6,173.65,205.62,206.24,156.33,125.42,0
134,159.84,144.22,162.8,168.0,137.2,143.45,140.69,125.45,117.13,130.21,168.86,187.79,154.38,136.42,157.34,143.12,139.41,137.59,167.3,192.77,149.7,129.79,149.8,151.65,145.17,127.05,159.35,154.91,125.15,145.13,152.86,146.09,166.79,159.29,115.41,107.65,133.54,158.61,158.87,156.47,185.95,181.32,139.53,138.19,139.07,148.51,171.6,166.99,169.21,161.97,150.5,153.13,140.38,154.61,182.13,164.94,163.02,139.91,129.09,152.45,141.35,129.45,145.75,147.78,0
135,160.04,170.57,164.86,151.97,151.39,156.0,171.46,182.39,147.57,168.71,174.09,166.82,138.09,142.75,169.34,187.56,131.7,137.86,151.62,159.91,150.65,137.47,151.17,172.25,136.52,136.08,123.09,126.28,150.99,142.14,132.15,165.65,139.04,151.96,139.85,140.29,141.29,121.67,110.31,159.43,141.15,129.45,149.41,162.83,151.68,138.07,130.6,128.77,151.01,136.51,138.77,161.68,149.1,144.23,135.78,117.83,138.06,151.85,152.67,164.08,164.17,163.67,150.78,133.23,0
136,160.08,180.21,148.2,116.9,153.69,173.46,185.25,190.18,136.06,139.69,130.98,132.02,159.6,181.3,186.73,179.6,95.235,120.94,157.99,169.99,150.63,156.69,167.34,145.84,101.64,125.01,159.04,189.64,163.75,121.19,109.6,103.6,125.62,129.03,159.28,181.42,166.13,127.29,113.72,105.0,154.73,147.66,158.44,176.5,161.49,166.93,173.2,136.57,167.77,163.55,163.05,166.56,161.95,153.57,134.92,128.38,179.22,156.52,156.13,166.96,150.02,114.05,106.02,130.13,0
137,160.1,148.99,141.73,129.29,143.99,176.85,194.26,184.0,132.61,139.73,142.16,122.78,131.21,161.61,197.49,175.83,135.42,160.36,166.18,149.66,150.16,155.45,163.64,150.28,139.03,156.55,158.16,154.24,163.63,161.54,152.0,150.88,158.54,170.79,169.83,152.34,148.89,143.99,137.71,154.21,172.61,190.46,198.2,176.77,140.24,121.95,132.3,143.18,155.99,179.69,190.1,189.78,155.69,121.07,133.48,146.23,158.33,172.7,172.08,156.36,122.1,118.48,160.8,190.03,0
138,160.33,141.75,124.73,119.05,117.09,118.08,142.54,144.04,137.48,115.68,102.91,133.45,149.38,135.04,112.95,104.86,125.89,112.83,108.07,134.51,160.43,165.18,122.96,87.862,133.78,118.07,119.35,147.21,167.24,173.73,152.15,94.3,135.52,112.72,130.37,157.93,165.72,154.69,149.79,100.22,132.79,121.03,137.52,128.33,111.35,130.04,119.04,93.445,160.69,146.13,157.1,145.45,106.86,90.768,102.92,101.27,175.36,180.8,161.86,156.74,126.04,108.02,140.25,137.48,0
139,160.59,176.76,204.15,180.24,151.4,157.35,161.39,162.53,177.56,183.07,200.01,184.7,164.8,145.66,150.92,175.28,169.64,194.06,184.64,167.16,155.66,153.37,158.94,170.34,156.95,168.37,168.0,170.35,168.04,164.43,164.08,158.3,144.75,153.73,146.1,167.92,191.4,175.01,149.96,173.26,147.74,142.71,133.18,154.71,188.09,194.67,175.4,182.8,149.65,143.3,147.47,134.44,163.56,185.1,191.63,185.37,132.05,137.56,154.55,149.9,155.11,173.12,196.21,193.73,0
140,160.67,155.43,181.75,155.15,137.92,157.69,173.44,174.25,157.77,142.68,168.54,160.78,135.42,143.29,162.08,168.93,191.59,159.89,159.55,182.56,156.66,163.85,167.15,156.72,197.02,200.96,193.86,172.73,145.04,158.12,174.33,166.67,183.1,200.2,215.09,159.87,132.77,152.92,148.34,129.94,172.1,174.0,195.3,166.47,139.34,151.5,163.8,170.19,146.75,166.98,192.8,187.36,148.62,143.14,169.67,179.18,140.7,154.68,180.43,198.67,161.89,137.08,171.21,161.26,0
141,160.76,158.71,144.43,149.44,164.23,137.15,132.62,156.38,183.89,180.35,144.56,118.6,129.49,153.88,148.2,137.88,153.41,133.03,102.64,114.71,163.06,193.19,177.53,149.94,130.33,139.76,144.82,142.4,172.83,190.46,168.07,144.87,159.29,177.5,189.74,161.64,148.07,143.85,134.84,137.95,176.63,180.83,185.63,166.74,107.7,95.628,130.16,135.88,155.6,157.63,161.19,157.2,113.11,91.492,120.35,127.19,137.8,173.76,182.11,141.1,110.09,87.514,103.02,122.21,0
142,160.97,156.8,171.41,186.34,184.53,152.39,141.43,134.11,185.63,179.07,163.65,163.66,173.45,154.94,125.64,131.19,151.47,178.11,164.99,160.31,156.59,135.9,97.195,119.15,108.01,120.69,148.26,174.2,193.18,194.2,161.49,140.43,122.32,120.02,138.54,161.86,176.76,192.39,181.57,179.4,124.28,143.19,139.76,133.4,147.4,183.44,184.15,174.14,139.56,154.74,153.12,120.74,134.31,166.69,181.79,173.14,163.0,141.37,145.69,125.69,129.59,152.91,153.15,168.01,0
143,161.12,166.24,156.02,140.94,149.27,148.98,127.53,119.75,162.51,180.01,166.64,142.83,153.88,152.72,127.57,132.16,151.62,172.38,177.18,164.29,134.14,119.43,125.17,138.12,127.35,135.45,161.8,165.93,148.04,118.85,128.86,123.91,109.86,130.16,159.11,161.15,166.86,137.91,116.15,111.78,108.05,127.63,146.95,137.75,149.8,148.91,120.42,116.4,137.96,136.59,132.28,123.99,149.82,149.27,127.38,128.61,159.47,153.98,130.59,118.91,119.01,119.86,127.76,128.9,0
144,161.22,162.89,159.35,166.94,188.22,188.58,170.75,148.27,151.48,159.14,170.18,172.67,183.95,168.85,169.02,173.32,134.59,145.64,175.22,171.02,163.41,162.81,174.72,181.83,155.48,140.05,159.08,153.51,149.06,157.18,163.5,163.31,167.6,159.99,146.82,146.25,159.18,144.39,157.65,152.38,139.95,148.08,154.56,167.97,179.13,159.34,148.43,147.51,126.32,126.26,132.71,156.17,167.15,165.13,159.05,146.55,148.6,116.91,113.25,145.8,164.21,153.15,171.47,168.5,0
145,162.05,155.34,141.62,138.61,161.56,145.9,147.13,163.82,143.57,156.46,143.65,125.54,144.79,137.1,143.46,157.79,152.14,163.9,135.59,135.31,142.0,135.09,126.87,137.92,155.75,171.15,158.03,149.74,143.98,146.0,168.99,160.19,171.73,164.3,160.9,155.06,149.6,150.96,166.61,161.32,173.02,171.81,171.02,157.07,135.82,139.1,150.71,154.93,168.57,176.8,169.01,167.5,153.66,162.15,145.01,135.03,159.5,174.41,183.61,174.02,158.73,178.31,187.8,162.57,0
146,162.22,160.5,148.71,128.05,127.38,128.0,115.48,118.2,179.23,159.23,166.64,166.63,114.26,108.85,107.2,114.06,189.1,177.04,179.84,180.25,121.15,108.3,157.87,178.74,155.02,160.88,161.52,149.34,146.04,131.13,135.5,172.9,166.6,165.98,172.39,169.06,155.53,126.41,122.58,155.18,180.16,170.85,178.95,170.6,123.81,132.34,148.43,153.47,166.56,161.96,152.77,139.5,107.15,129.25,159.1,143.48,153.55,174.92,150.03,134.1,120.56,111.8,135.31,134.05,0
147,162.67,167.87,170.01,142.64,121.28,122.35,132.76,153.23,144.96,171.35,173.15,164.37,158.15,144.49,140.96,148.54,153.08,157.86,154.08,166.76,178.15,170.31,164.29,168.95,167.93,169.06,131.08,151.48,179.78,166.47,162.19,163.76,146.53,169.42,136.23,141.5,179.82,160.57,145.44,153.5,153.59,153.77,152.4,148.75,175.0,169.13,138.2,134.31,168.15,146.85,128.17,139.03,159.3,173.91,160.08,141.4,170.83,167.85,137.94,135.86,136.53,149.31,159.86,158.75,0
148,162.78,157.91,153.96,145.7,139.45,154.87,187.24,209.59,151.04,153.75,155.02,164.14,141.95,144.06,163.73,179.24,141.56,145.5,145.35,159.01,166.19,170.14,172.4,178.73,118.09,122.58,140.01,142.75,151.57,161.14,171.18,194.14,104.89,112.66,144.54,159.78,161.34,158.82,149.86,183.58,128.52,113.57,124.62,145.46,166.0,180.15,163.17,145.51,146.52,137.55,114.33,130.13,147.5,165.1,180.81,152.83,172.32,176.71,159.32,142.4,150.43,157.58,170.88,147.42,0
149,162.84,166.84,164.29,159.32,168.9,176.73,160.34,157.85,168.19,187.99,180.97,174.49,176.52,172.33,146.67,135.79,159.44,180.78,154.18,145.58,167.16,170.46,174.18,168.95,153.84,162.8,134.21,119.85,132.24,162.13,182.62,195.65,151.65,164.87,176.53,151.2,125.37,154.66,180.39,197.77,128.09,144.78,180.52,181.87,137.99,137.91,173.94,183.86,129.89,139.58,157.66,178.78,157.73,129.19,144.55,154.88,169.2,160.25,160.25,147.59,156.54,170.32,163.04,136.93,0
150,163.09,170.34,157.27,124.41,117.84,149.48,160.98,168.89,149.73,164.32,145.61,122.39,114.22,119.12,148.08,180.43,158.83,156.64,170.88,155.78,137.06,128.21,143.92,181.27,152.5,167.62,180.24,175.55,161.79,129.4,127.32,160.86,146.81,170.06,171.31,175.97,158.56,134.65,138.85,169.75,146.31,174.33,179.12,154.16,132.9,147.11,157.73,181.89,132.83,150.71,151.5,146.59,164.17,173.17,167.55,174.33,114.43,128.73,129.31,146.95,170.01,195.99,158.91,139.78,0
151,163.62,181.08,144.53,129.93,138.23,152.86,168.82,177.02,158.77,187.45,163.54,151.05,147.81,143.34,141.74,162.14,163.17,166.33,145.83,152.56,162.47,149.38,133.58,154.73,185.25,170.73,148.45,155.93,178.67,171.54,147.08,161.09,146.04,171.71,160.17,147.42,167.79,174.49,165.83,165.64,119.2,161.99,164.98,151.71,168.17,180.57,162.43,161.48,151.78,138.35,149.44,166.67,168.24,165.06,143.26,155.09,156.16,157.24,184.32,193.73,160.6,139.7,139.72,154.53,0
152,163.78,148.73,172.05,177.37,153.25,163.28,175.81,170.22,149.59,144.57,160.06,175.82,181.15,181.54,183.95,174.43,154.7,142.42,152.9,152.85,176.19,195.51,186.19,174.76,179.31,147.2,133.52,145.08,162.77,185.01,194.96,201.29,163.07,141.29,136.35,158.33,168.6,156.66,173.08,186.77,137.93,135.99,152.64,173.61,176.38,147.59,158.64,162.29,147.36,134.29,147.15,180.17,190.99,182.45,192.62,164.49,159.98,168.94,158.4,156.93,154.23,163.81,181.49,157.88,0
153,163.78,158.12,162.45,162.64,181.74,171.25,161.39,159.55,143.8,164.44,184.85,188.9,180.07,174.46,165.17,135.97,126.4,144.79,167.57,183.57,196.68,183.15,158.52,153.8,119.12,131.04,163.08,172.52,187.91,187.4,137.86,150.32,159.42,141.28,150.79,178.65,183.93,186.88,138.91,132.89,176.9,167.61,163.79,187.99,197.72,180.04,148.08,136.6,182.16,191.54,170.28,161.51,174.39,186.04,178.99,160.41,163.34,174.32,162.39,176.7,183.16,191.91,171.57,159.29,0
154,163.93,136.36,145.92,153.97,153.03,143.25,158.7,185.84,141.93,146.37,143.52,142.28,160.11,168.79,169.0,163.52,126.48,150.49,173.75,158.63,137.44,159.82,194.06,174.48,159.13,152.2,154.37,130.61,126.06,159.77,172.64,175.07,192.43,151.12,154.57,138.18,143.01,152.69,146.22,143.53,191.53,161.62,150.57,146.89,164.21,163.58,133.68,145.84,184.8,158.85,165.38,159.17,147.2,136.75,136.74,153.37,130.28,153.12,186.03,188.72,169.03,163.97,136.21,135.28,0
155,164.06,171.3,147.85,132.4,149.41,166.88,156.11,156.72,148.43,152.11,133.6,145.79,166.27,162.52,145.05,147.86,147.29,153.37,142.88,148.58,168.32,163.18,144.66,150.29,152.08,164.97,155.04,157.34,163.71,156.25,173.47,168.23,165.99,158.79,147.68,163.47,153.28,160.16,172.8,162.2,180.5,172.84,140.94,134.27,135.77,154.64,166.53,171.12,169.79,193.85,180.23,149.4,159.3,169.43,181.16,186.33,152.03,157.47,164.09,165.02,192.96,190.66,171.66,159.75,0
156,164.24,149.02,144.27,162.71,163.71,149.11,126.85,122.42,201.46,186.22,136.42,138.62,159.88,152.97,132.96,149.73,183.59,170.81,142.53,142.76,169.26,183.33,173.66,142.84,160.76,158.24,139.67,133.21,146.62,174.29,185.1,132.44,153.12,169.13,169.77,159.04,135.01,126.54,155.93,151.67,154.7,171.32,190.58,179.5,130.36,123.32,149.4,164.5,150.85,164.16,174.85,154.8,138.6,158.1,144.7,142.33,164.87,146.21,117.67,102.45,119.43,133.9,139.22,156.37,0
