,_c0,_c1,_c2,_c3,_c4,_c5,_c6,_c7,_c8,_c9,_c10,_c11,_c12,_c13,_c14,_c15,_c16,_c17,_c18,_c19,_c20,_c21,_c22,_c23,_c24,_c25,_c26,_c27,_c28,_c29,_c30,_c31,_c32,_c33,_c34,_c35,_c36,_c37,_c38,_c39,_c40,_c41,_c42,_c43,_c44,_c45,_c46,_c47,_c48,_c49,_c50,_c51,_c52,_c53,_c54,_c55,_c56,_c57,_c58,_c59,_c60,_c61,_c62,_c63,Label
104,138.53,151.51,148.25,130.08,135.44,148.42,153.06,157.79,162.87,166.38,162.45,139.89,129.43,137.2,155.91,187.33,168.66,155.43,136.63,142.66,161.99,163.98,148.59,167.76,175.41,148.85,139.14,162.73,179.89,184.31,151.88,151.52,172.69,147.74,148.95,171.21,199.8,164.9,123.06,139.54,166.96,162.39,157.73,174.56,187.98,139.59,129.7,152.23,144.03,155.84,169.65,184.84,201.73,164.2,147.76,156.66,149.71,151.79,166.84,176.35,200.3,174.48,167.43,164.07,0
105,154.95,160.67,140.21,152.02,164.55,174.38,176.24,165.61,149.99,174.3,155.86,132.66,143.01,171.41,179.27,174.83,153.08,164.71,138.15,107.51,127.17,161.86,171.38,161.73,153.95,177.46,154.46,98.853,121.74,152.42,163.29,178.21,130.96,154.74,156.18,145.0,152.44,165.12,150.88,168.82,114.57,132.28,144.87,169.11,169.25,188.91,172.48,141.75,128.73,144.38,163.05,183.46,171.93,187.77,184.85,136.5,158.6,169.41,174.34,189.63,174.35,164.79,157.8,133.7,0
106,107.17,105.54,105.64,101.66,101.06,97.522,95.67,93.879,114.58,113.87,115.93,114.48,113.44,110.99,109.47,111.14,114.68,113.42,114.02,115.7,118.62,119.78,120.89,117.45,110.41,115.88,116.7,116.1,115.51,114.6,109.84,110.23,111.01,112.01,113.59,115.04,113.18,112.08,106.8,106.94,96.854,92.981,96.338,97.37,95.576,94.196,93.747,93.237,86.481,84.223,87.579,83.918,85.023,88.329,86.902,84.41,86.014,88.696,90.421,87.972,85.9,86.706,88.619,90.03,1
107,65.702,65.413,66.569,65.598,67.852,71.063,72.427,74.823,72.418,72.376,75.317,75.858,76.603,79.292,82.665,80.105,79.387,75.418,76.884,78.24,80.164,81.032,80.033,77.909,83.779,80.933,80.266,79.458,81.804,81.338,80.768,78.97,84.087,82.095,81.737,79.633,78.894,81.903,82.843,79.933,78.134,78.567,77.273,77.029,73.568,75.323,78.001,76.637,78.885,78.514,77.515,73.736,74.793,75.358,78.011,72.605,69.958,70.757,71.006,70.483,67.373,65.674,67.011,64.704,1
108,81.019,82.477,81.299,82.145,82.767,85.634,85.661,86.121,85.483,86.174,88.419,87.32,86.792,87.097,88.252,88.48,83.774,83.546,84.055,88.432,87.004,86.23,86.69,86.735,85.242,82.371,83.962,84.96,85.533,83.544,84.589,85.038,83.141,83.534,84.83,85.617,86.673,85.398,83.938,83.55,80.812,81.592,82.583,83.758,84.184,82.233,81.463,80.556,76.938,77.933,79.777,78.195,79.772,81.057,80.511,77.782,77.055,78.568,79.364,77.967,77.125,76.586,76.921,76.416,1
109,114.11,116.02,115.94,114.25,116.68,114.35,113.48,113.88,109.38,111.67,110.47,107.64,105.76,103.94,103.65,105.01,98.814,98.297,97.231,95.873,93.726,94.577,93.38,95.604,102.87,101.12,102.8,106.95,107.93,109.38,113.77,116.37,113.81,115.18,116.09,118.84,119.67,118.87,120.54,121.73,114.32,115.81,114.33,114.57,114.2,112.1,113.36,113.06,103.84,109.52,108.4,107.67,109.48,110.41,109.62,108.57,104.07,105.2,105.98,105.3,104.58,106.11,106.81,104.41,1
110,127.15,125.61,127.95,127.9,129.61,127.74,128.51,126.2,123.68,124.07,126.06,124.88,129.54,129.48,127.0,124.18,128.19,126.97,126.42,128.42,129.25,128.92,128.95,130.14,120.19,120.8,122.55,124.68,125.67,127.36,127.7,128.4,101.7,103.64,107.99,114.14,116.04,119.02,123.48,121.21,111.96,111.34,112.84,112.95,109.51,111.33,114.76,111.52,105.14,106.11,108.44,109.54,108.63,112.18,109.13,109.92,118.26,116.98,117.69,119.25,118.59,119.52,119.06,117.21,1
111,156.95,168.2,158.17,156.94,145.29,146.93,185.38,196.3,135.08,149.14,166.98,194.03,171.45,140.64,165.8,170.8,131.63,131.22,156.44,181.29,178.0,162.25,152.7,129.27,162.94,154.71,146.73,158.34,172.77,189.73,148.91,135.93,173.78,187.07,153.02,125.1,138.67,149.08,153.81,166.22,174.36,163.92,137.54,137.52,137.18,148.78,181.71,193.5,168.33,139.46,149.21,143.34,132.88,160.4,175.46,192.18,155.23,130.31,159.05,141.83,138.97,148.1,158.52,176.32,0
112,90.724,87.845,88.228,89.339,91.592,94.734,95.564,95.762,100.3,99.417,98.25,98.543,101.51,101.44,98.083,98.064,104.05,105.61,104.63,101.09,100.96,100.71,100.79,97.8,108.58,108.3,105.07,104.4,105.41,105.87,102.47,101.77,101.57,101.9,101.25,102.26,102.28,102.03,100.62,103.24,96.424,95.797,95.861,92.088,94.448,95.796,96.302,97.471,100.89,102.51,104.15,103.42,101.42,101.3,99.658,101.43,100.82,101.95,99.08,99.74,101.98,101.6,100.85,100.98,1
113,101.03,91.679,102.52,132.47,162.17,176.41,163.68,131.89,107.67,122.31,115.72,117.71,143.02,161.19,140.25,117.44,140.75,163.09,147.98,129.03,108.96,114.97,99.828,93.284,137.7,139.01,123.62,115.87,123.03,136.67,131.56,97.929,135.05,136.65,125.36,133.59,146.75,149.44,136.11,115.56,150.46,157.81,145.34,134.04,123.87,122.98,136.62,153.94,137.2,154.7,150.6,118.87,107.41,118.37,147.62,176.1,122.92,131.32,127.08,132.38,153.51,152.91,121.25,139.38,0
114,167.6,161.63,169.15,166.27,152.78,156.9,147.25,131.16,168.66,152.54,136.99,158.63,171.48,168.82,157.59,135.41,157.96,142.44,136.46,150.45,164.57,174.09,176.21,148.07,153.14,144.81,137.33,148.49,155.48,172.38,189.29,151.48,159.65,159.09,146.51,162.14,172.62,170.8,185.3,165.63,176.12,146.64,134.55,149.63,150.32,148.48,165.28,169.33,166.49,157.99,138.17,130.4,151.68,150.43,154.0,160.38,148.89,160.86,158.42,137.19,158.84,169.18,161.92,155.32,0
115,172.4,148.95,145.24,166.85,190.18,185.31,179.88,165.4,185.21,177.11,143.83,159.04,177.1,171.95,177.18,177.9,167.86,170.74,149.65,151.85,165.08,165.99,190.86,189.59,163.28,149.94,135.25,142.58,162.33,171.94,191.77,195.21,157.27,180.3,161.63,140.45,154.51,165.09,183.08,188.85,154.66,171.36,180.13,153.14,165.75,158.92,149.74,174.15,185.21,166.04,176.68,157.41,174.46,174.72,143.46,166.23,171.48,168.72,155.38,155.0,167.43,175.58,175.48,185.99,0
116,185.42,175.25,154.45,166.9,150.12,136.98,142.72,131.24,177.9,179.35,166.82,157.32,160.56,158.49,142.96,131.9,157.64,167.29,170.77,162.34,158.94,182.22,156.27,128.5,159.53,147.86,156.57,183.86,178.68,171.53,143.33,120.99,160.85,137.62,155.8,186.29,176.28,148.6,155.98,128.14,137.22,147.91,165.62,181.45,194.09,162.71,142.02,133.3,143.14,161.23,186.84,197.32,204.8,177.18,110.88,107.89,155.37,187.02,196.01,198.29,176.96,165.44,147.45,137.86,0
117,78.727,79.484,80.301,80.902,78.521,80.68,80.353,81.632,76.343,75.932,77.605,77.559,80.429,78.171,78.979,79.38,61.827,68.817,72.141,77.398,83.136,80.299,77.949,74.17,66.438,65.787,65.808,67.368,68.001,69.86,70.709,71.935,73.955,70.592,67.453,64.958,63.211,66.551,68.439,67.936,74.843,74.421,71.745,70.071,68.728,70.047,73.135,71.385,78.755,80.086,77.168,75.901,77.944,79.898,82.541,80.225,76.773,82.206,83.138,81.213,82.673,83.033,86.97,83.849,1
118,134.79,143.27,125.48,151.87,167.44,177.82,152.94,147.4,133.17,116.56,140.11,163.51,148.93,171.45,142.68,131.01,139.18,129.89,160.55,181.44,151.64,136.64,147.5,140.71,163.61,174.08,165.27,174.11,162.96,166.1,174.61,189.31,169.35,161.41,169.83,188.56,160.43,153.21,169.73,174.12,172.56,162.02,185.57,204.0,192.38,163.16,148.05,179.97,162.89,171.74,190.15,197.95,180.11,169.89,158.62,177.54,162.45,193.56,196.72,200.17,158.46,149.5,167.03,175.31,0
119,146.6,155.86,132.35,110.78,136.15,167.51,157.67,143.4,128.79,131.22,114.21,116.68,127.76,141.54,145.87,141.49,132.61,129.33,137.52,129.06,121.81,130.45,124.56,133.45,137.94,146.35,152.85,150.17,132.84,144.17,142.58,131.34,132.35,156.59,155.51,149.72,132.2,114.09,128.86,156.86,144.02,160.86,168.25,154.61,130.66,101.09,121.41,152.67,139.37,140.43,144.47,124.63,116.19,108.16,121.57,138.59,110.73,112.29,123.04,106.96,110.13,151.87,176.93,171.32,0
120,93.429,95.668,98.829,100.57,99.406,100.11,94.596,89.425,99.545,101.2,99.459,102.69,103.82,105.22,101.96,99.075,111.45,110.12,107.74,110.09,111.26,111.1,112.68,111.51,109.0,106.72,106.38,105.94,107.78,109.16,108.06,108.7,102.74,104.57,102.13,98.571,98.459,100.14,101.34,100.27,98.98,97.626,99.068,101.08,101.15,101.28,102.57,103.37,99.973,99.311,100.66,103.51,100.04,100.9,99.021,97.785,95.509,96.374,98.35,98.486,101.61,103.94,97.905,96.388,1
121,95.514,94.843,94.692,91.667,92.253,89.245,91.487,89.539,81.276,81.049,81.872,78.942,75.61,74.487,76.867,75.071,73.18,73.099,72.273,70.131,69.235,69.447,71.805,75.863,79.624,80.232,78.375,79.843,77.025,75.981,76.228,80.118,72.598,70.097,71.28,71.605,70.757,73.466,75.601,74.666,80.627,78.495,79.166,80.188,79.251,80.877,81.908,81.458,85.199,84.131,87.58,85.084,85.134,84.922,83.955,80.895,79.114,79.803,80.305,79.747,81.071,82.994,80.375,78.388,1
122,129.04,154.59,166.38,183.47,182.21,166.14,193.4,199.16,149.45,183.91,198.4,173.74,159.65,160.6,188.58,192.72,143.33,170.61,179.22,163.52,145.12,160.25,176.95,170.58,136.2,162.56,180.27,170.14,155.36,160.4,192.26,159.52,149.79,150.79,163.08,166.97,167.22,175.82,184.21,156.49,166.12,125.98,130.55,154.21,162.34,173.18,180.19,166.65,161.67,126.6,138.8,163.43,176.85,186.82,177.28,149.75,127.79,115.34,139.19,164.58,198.51,201.16,177.45,147.12,0
123,90.642,91.178,89.618,87.838,93.71,95.16,95.589,91.736,87.25,85.55,87.886,88.837,87.667,89.934,92.85,91.785,86.613,86.179,89.19,89.218,88.685,89.84,91.507,90.575,88.068,88.116,88.994,89.946,87.319,86.747,86.665,87.995,79.574,82.471,84.043,83.842,87.316,84.435,83.092,85.203,67.974,69.977,70.43,70.163,71.077,71.22,74.518,76.722,60.854,60.847,63.982,64.684,64.279,66.334,67.439,69.03,66.245,69.028,71.381,70.197,72.244,69.032,67.952,68.919,1
124,128.54,129.96,130.44,129.29,127.39,125.3,124.55,124.68,129.49,128.03,126.01,124.46,121.71,119.92,121.06,122.49,127.06,126.82,125.74,127.72,129.38,130.79,135.8,134.8,133.18,132.73,133.77,132.15,134.03,130.41,132.94,130.49,136.4,133.92,136.44,136.54,133.77,134.72,135.12,134.56,129.36,127.12,130.18,127.28,127.97,127.46,124.7,123.91,108.3,112.26,115.31,113.25,110.89,107.06,100.99,100.02,106.53,108.87,107.46,103.79,102.16,102.3,102.26,105.29,1
125,131.67,129.19,129.28,130.08,129.31,129.96,129.51,120.03,120.39,114.56,112.65,112.48,110.76,107.9,112.7,113.5,116.44,116.25,115.34,116.53,112.11,105.24,107.15,113.6,104.99,108.97,115.65,120.68,119.18,113.88,112.8,116.96,119.14,121.53,126.88,128.04,126.2,124.4,123.1,123.5,125.6,131.01,130.73,127.88,126.03,126.45,124.45,126.43,130.38,130.01,128.19,126.56,127.19,125.63,127.22,128.51,127.63,127.56,126.17,126.0,124.83,119.49,120.99,118.28,1
126,186.62,184.56,132.6,127.72,155.51,169.75,175.89,165.9,184.08,189.18,180.04,162.01,140.57,132.17,158.12,172.78,169.32,180.52,200.25,199.55,149.74,120.38,132.68,158.29,159.99,177.08,187.37,189.02,180.0,162.92,167.14,166.65,134.49,142.18,145.11,162.06,188.27,193.57,189.95,202.45,150.57,129.89,124.97,140.21,174.98,203.45,194.08,181.71,160.76,155.06,163.68,160.72,149.67,178.06,190.06,169.01,136.96,159.22,173.89,179.16,165.26,167.93,183.13,164.51,0
127,70.751,73.938,74.864,81.038,82.619,82.414,82.497,80.342,62.525,61.372,63.801,70.892,75.4,77.862,77.18,76.068,71.13,65.961,61.881,62.236,66.593,70.582,69.891,70.3,71.452,70.394,72.555,71.281,72.435,72.798,71.359,71.627,77.274,76.445,79.794,79.653,77.918,81.31,81.022,80.478,74.617,73.875,77.24,78.005,79.832,78.183,78.237,76.852,81.93,80.9,81.231,78.867,77.865,74.746,73.769,76.161,71.128,72.719,77.312,75.0,75.879,73.916,73.961,74.325,1
128,99.864,98.83,96.25,96.704,92.956,95.601,98.93,98.144,86.839,89.574,88.932,85.252,83.937,82.718,80.732,82.624,82.856,83.449,83.023,83.927,86.75,88.972,84.628,83.784,95.239,96.913,98.041,98.116,96.991,100.98,102.57,97.219,96.562,96.371,98.85,99.069,99.569,99.043,96.884,97.676,94.358,96.359,95.053,96.149,96.532,99.159,97.508,96.637,93.546,93.928,91.837,94.951,94.147,92.76,92.202,92.552,84.778,86.89,86.533,88.819,89.504,88.719,88.064,87.996,1
129,108.36,109.58,110.45,114.05,115.36,118.53,119.19,116.01,100.85,101.54,102.03,104.24,106.61,110.34,115.8,115.37,91.894,92.218,92.669,94.858,97.473,103.86,113.12,116.87,95.774,95.882,95.671,94.515,97.259,100.92,103.16,103.59,108.64,106.22,101.87,102.42,100.91,101.53,102.97,102.94,112.58,104.77,98.573,91.713,90.722,92.212,96.511,99.643,108.66,108.0,103.1,94.297,87.273,85.705,87.32,94.932,96.914,97.296,96.349,88.931,83.764,82.799,82.403,89.406,1
130,129.28,131.04,130.84,130.17,127.33,128.71,127.27,128.87,126.22,125.17,126.77,131.39,129.52,129.72,131.7,131.38,128.91,131.08,131.95,135.71,133.08,133.84,132.64,131.88,128.64,131.23,135.37,136.13,136.56,136.02,135.5,133.01,125.56,128.96,131.51,131.17,130.63,132.51,131.18,131.06,127.36,131.52,131.84,131.32,132.6,129.53,130.4,129.66,111.29,112.56,114.12,113.65,115.29,115.08,116.3,114.93,116.06,113.82,118.57,117.48,117.61,117.11,112.63,112.21,1
131,85.347,89.213,100.45,108.44,110.95,111.37,113.34,110.91,91.283,100.13,107.53,111.73,114.44,115.13,113.73,112.76,92.271,99.194,105.76,108.36,110.73,112.54,113.01,114.31,103.04,106.53,110.63,113.61,112.59,111.95,111.46,109.36,111.46,111.02,111.1,107.47,108.22,107.14,108.29,108.86,102.76,102.04,99.636,100.03,102.14,105.77,103.07,102.57,95.311,93.97,90.827,93.441,91.212,94.933,95.087,92.312,93.384,91.419,93.83,97.653,98.029,98.667,99.473,96.686,1
132,82.236,82.583,84.593,87.698,88.589,88.267,88.896,89.788,82.804,83.662,86.561,86.502,89.124,91.561,90.532,92.024,85.317,86.548,87.696,87.325,90.848,93.159,95.161,95.392,85.094,84.182,83.51,84.833,86.636,88.593,89.755,87.245,86.24,84.817,82.897,82.964,81.449,82.086,86.148,84.514,85.42,82.437,81.252,82.706,85.21,85.233,89.27,90.656,92.259,90.38,89.755,90.155,91.969,93.079,92.411,89.57,88.314,89.165,88.395,86.454,87.288,88.303,88.021,88.654,1
133,115.01,114.88,112.45,110.01,108.99,111.45,112.08,114.61,108.55,111.02,112.32,114.99,114.89,116.22,117.2,115.27,104.71,106.56,109.22,112.57,111.02,111.59,111.28,109.58,102.55,100.66,100.32,98.417,97.894,99.714,102.65,100.08,96.069,97.26,100.23,99.35,100.08,96.221,97.446,97.307,83.675,83.352,83.883,84.947,87.276,88.208,86.121,86.879,68.95,72.091,71.321,72.608,76.348,77.913,80.221,77.853,72.922,77.662,77.051,73.974,75.758,77.145,76.33,72.848,1
134,129.57,129.97,129.92,126.65,127.84,129.57,129.38,129.57,125.85,127.93,125.67,124.01,125.41,126.08,125.51,125.57,131.54,131.35,127.46,129.61,131.04,132.32,133.39,133.54,127.49,125.02,124.48,128.35,128.65,129.72,129.83,128.52,126.27,127.98,131.29,133.6,134.04,133.25,133.69,132.19,122.17,122.22,120.24,121.91,123.44,125.18,131.47,135.21,102.82,103.38,105.83,106.64,108.21,111.15,115.32,123.08,115.83,115.19,115.92,116.41,117.09,115.69,115.41,119.0,1
135,175.89,180.07,200.43,208.6,157.38,111.95,125.52,164.22,168.44,171.98,187.16,180.92,157.36,170.15,172.74,174.91,160.34,165.5,155.42,144.03,153.76,182.8,201.44,172.92,146.66,137.07,124.86,145.88,162.27,155.41,166.09,170.12,117.65,104.22,115.29,132.86,149.37,154.4,151.62,171.0,118.44,130.79,154.69,160.08,157.68,151.26,144.85,158.85,137.0,148.14,181.05,196.48,169.13,135.4,146.06,154.27,129.55,134.79,154.81,174.65,153.58,149.41,187.47,195.26,0
136,153.58,173.85,165.65,180.44,135.43,120.58,151.45,175.64,160.4,177.45,177.1,179.27,156.13,159.12,159.46,161.22,179.58,181.69,159.1,139.37,160.5,181.01,170.77,162.1,169.71,173.08,157.73,148.19,162.96,163.34,148.95,165.0,175.29,167.51,150.61,151.37,167.24,171.58,150.57,161.11,191.52,178.08,132.84,140.08,177.04,176.06,159.34,148.92,220.06,184.96,153.44,153.12,179.35,176.78,165.13,158.84,200.34,170.7,171.18,158.16,159.73,162.08,141.55,159.56,0
137,94.648,94.11,94.742,97.946,94.401,90.42,93.806,97.785,88.75,87.577,89.328,91.016,91.782,91.571,91.018,93.639,85.594,83.516,83.049,81.899,81.63,80.064,78.28,82.301,69.022,71.396,70.113,70.077,68.531,68.677,67.724,70.405,63.104,68.438,67.322,66.102,66.596,68.799,68.828,69.916,78.288,77.379,79.82,81.326,81.27,82.173,84.876,84.833,81.671,80.247,81.263,81.227,84.692,84.102,85.776,86.836,77.932,80.232,82.955,80.728,82.432,85.049,86.389,87.846,1
138,103.44,105.49,102.84,103.02,105.42,108.6,110.5,108.12,103.25,105.57,103.96,104.48,104.99,106.96,107.66,101.05,101.88,105.2,102.41,99.511,100.52,99.818,102.47,100.73,107.44,107.02,106.21,105.37,104.25,105.39,108.39,107.43,108.02,109.63,111.59,109.26,108.96,105.08,106.46,105.42,113.11,109.69,110.28,111.45,113.07,110.95,110.05,108.78,103.84,104.84,100.42,100.02,102.65,102.71,101.05,98.946,86.071,91.36,87.217,83.591,80.258,83.76,85.015,82.605,1
139,112.96,115.53,119.69,118.8,119.49,120.06,116.63,113.2,114.66,114.36,114.22,116.26,113.18,112.15,106.35,101.93,104.24,100.68,100.82,102.91,102.57,98.137,94.497,95.752,75.6,71.661,69.978,70.496,70.321,70.873,72.418,74.118,87.771,86.67,87.217,86.516,87.374,87.647,87.102,85.885,108.66,111.2,111.35,111.34,109.02,110.59,108.62,108.06,112.18,113.79,113.85,115.68,116.81,115.92,114.05,117.52,108.42,110.09,113.04,111.35,109.55,110.64,109.44,110.59,1
140,161.63,142.81,166.1,164.62,131.96,110.15,117.81,138.74,178.32,150.3,142.12,131.76,133.18,137.57,134.14,130.07,169.07,153.55,148.92,144.4,154.01,158.79,148.16,130.23,144.24,147.73,176.05,168.09,151.26,149.88,139.27,126.79,149.56,151.85,157.85,153.84,130.82,123.63,134.31,119.71,153.66,146.53,144.15,162.24,169.01,135.2,100.74,88.961,137.67,146.61,137.41,174.1,200.68,179.38,129.46,105.17,121.63,130.83,124.56,149.65,173.83,169.0,133.3,103.85,0
141,94.503,97.643,96.703,94.061,92.792,92.7,92.842,92.613,96.294,96.725,94.875,92.545,93.207,94.376,91.983,89.373,90.322,94.442,92.238,88.983,86.722,86.804,87.832,90.244,89.741,93.651,93.922,93.386,91.773,92.092,93.245,94.219,98.414,101.34,99.955,100.44,99.28,99.398,99.157,96.303,98.381,101.86,100.52,100.47,101.8,101.8,100.85,101.14,100.17,102.89,100.72,101.04,102.71,100.45,99.797,98.524,96.076,94.825,95.426,97.49,98.145,95.227,94.241,97.541,1
142,94.77,95.742,92.865,90.688,88.725,91.298,90.291,92.448,100.95,101.25,101.52,99.905,98.713,98.553,100.87,98.702,93.263,90.847,91.361,93.527,94.749,98.605,98.907,98.144,89.849,88.847,89.259,92.866,93.291,92.919,92.599,92.871,96.031,95.281,95.606,97.173,95.633,98.047,98.193,97.529,98.0,99.452,98.915,99.249,93.971,96.17,97.115,98.219,99.164,100.92,104.47,102.82,98.196,98.222,100.06,101.38,99.868,100.46,101.4,98.768,98.664,99.212,102.45,102.41,1
143,125.08,121.78,120.32,119.87,122.01,125.73,125.32,122.77,120.55,116.13,112.44,112.44,113.75,117.38,121.25,122.52,112.35,114.92,114.81,114.91,114.75,117.29,117.35,118.3,104.41,104.53,107.73,107.44,108.49,108.05,106.11,105.43,96.936,97.975,97.187,96.205,96.417,96.706,96.213,93.403,84.261,82.038,83.794,86.295,89.112,84.851,85.813,87.034,106.45,105.42,106.08,109.93,109.19,105.28,107.22,107.97,107.95,108.34,109.17,105.12,103.61,103.29,106.89,109.13,1
144,159.71,167.39,165.49,159.24,163.88,169.98,148.46,139.33,139.51,164.68,177.73,172.73,186.76,180.71,159.97,150.99,128.84,141.65,160.64,166.42,169.31,162.47,153.85,170.98,133.79,123.91,139.23,140.72,136.45,146.6,145.85,162.18,128.19,107.02,141.62,140.16,131.6,130.77,136.25,151.37,148.13,129.0,147.58,160.36,134.06,110.24,119.19,140.87,164.98,143.63,143.29,162.59,168.34,139.94,122.03,131.13,144.07,119.45,130.6,173.65,205.62,206.24,156.33,125.42,0
145,94.6,96.26,97.848,95.62,95.325,97.422,96.267,96.165,89.731,88.971,91.153,89.388,87.09,85.157,87.125,92.871,92.13,95.165,95.996,93.216,90.187,89.576,89.225,95.424,102.68,104.67,104.7,102.23,100.74,99.152,103.56,105.86,102.41,104.72,103.17,102.81,103.02,99.494,102.36,105.5,96.827,96.095,97.494,98.313,101.14,100.83,101.3,104.11,102.42,99.194,100.6,101.15,101.19,98.563,100.74,101.2,102.12,103.8,102.44,102.02,104.19,104.95,105.62,106.12,1
146,127.87,129.52,129.57,132.49,132.7,131.19,132.95,133.97,129.58,131.67,132.6,133.52,136.32,136.57,135.43,133.55,133.0,132.45,132.12,134.71,132.66,130.74,132.61,133.36,137.52,135.81,132.76,133.26,134.1,133.93,136.28,135.84,131.95,130.59,129.98,131.62,134.72,131.75,130.0,130.91,121.24,116.81,118.79,118.42,117.67,121.37,122.54,121.47,126.38,123.1,120.77,120.52,121.43,123.29,124.88,123.84,125.26,124.63,124.61,123.49,124.51,126.22,125.1,126.08,1
147,162.78,157.91,153.96,145.7,139.45,154.87,187.24,209.59,151.04,153.75,155.02,164.14,141.95,144.06,163.73,179.24,141.56,145.5,145.35,159.01,166.19,170.14,172.4,178.73,118.09,122.58,140.01,142.75,151.57,161.14,171.18,194.14,104.89,112.66,144.54,159.78,161.34,158.82,149.86,183.58,128.52,113.57,124.62,145.46,166.0,180.15,163.17,145.51,146.52,137.55,114.33,130.13,147.5,165.1,180.81,152.83,172.32,176.71,159.32,142.4,150.43,157.58,170.88,147.42,0
148,128.3,146.5,157.75,163.23,158.84,132.33,155.78,162.44,128.93,144.24,154.46,168.47,185.89,158.6,140.81,138.16,155.67,179.68,154.65,138.46,148.51,144.54,133.66,129.47,140.83,171.62,152.08,130.61,161.61,163.04,134.5,135.86,121.41,160.07,161.51,142.51,174.04,192.67,159.91,119.13,138.54,135.33,124.85,147.7,160.23,184.23,195.89,125.54,162.31,163.11,133.52,132.55,149.96,161.13,167.8,153.03,136.86,145.67,163.86,175.89,147.77,122.5,129.14,153.52,0
149,66.688,70.89,72.598,74.196,73.939,74.319,77.688,76.244,73.546,75.564,77.025,79.084,78.875,76.344,77.389,78.936,70.422,73.634,77.05,80.633,80.475,81.256,83.813,84.584,67.083,68.744,71.32,76.681,78.44,79.08,79.715,85.099,63.323,67.086,69.501,63.529,67.999,72.589,73.471,75.33,70.485,71.995,70.67,73.961,75.7,73.969,73.86,76.824,74.926,77.237,81.384,86.339,85.138,80.315,77.051,82.614,71.132,72.548,78.733,84.059,86.883,90.025,86.295,83.556,1
150,158.55,157.38,180.82,177.67,151.11,164.22,167.35,157.46,139.92,141.69,161.58,162.53,136.36,147.02,165.42,164.41,148.58,149.54,149.69,154.01,162.17,154.04,166.52,161.87,137.39,139.48,153.71,179.69,175.02,159.11,181.09,165.01,138.12,120.12,136.42,152.43,146.18,147.88,172.0,166.18,177.74,146.95,119.34,128.84,125.52,134.01,170.01,176.38,179.07,157.77,133.37,143.31,142.23,136.45,155.53,180.05,172.94,139.59,130.75,144.76,155.01,143.26,151.34,171.34,0
151,87.888,86.213,84.268,83.184,80.369,77.587,79.301,75.672,98.807,94.267,93.385,92.022,92.752,91.308,90.232,87.284,105.9,105.83,106.05,104.49,104.19,102.29,102.17,100.34,100.67,101.24,106.66,106.72,103.49,99.951,104.2,103.42,94.019,95.802,98.47,99.22,98.801,94.917,95.322,95.023,105.07,104.89,103.3,101.73,104.55,107.69,107.27,106.96,114.01,111.41,110.73,109.51,115.39,113.28,113.52,115.5,111.58,112.77,114.21,115.18,116.88,118.91,118.89,118.53,1
152,115.9,97.061,112.54,138.29,161.33,195.03,174.8,119.37,122.77,110.96,111.37,126.19,132.05,139.81,140.85,108.03,109.69,112.73,123.85,128.95,139.72,113.62,114.51,136.69,127.62,123.31,143.7,149.53,139.48,128.86,144.43,157.23,133.23,138.29,174.3,167.23,122.66,126.24,161.56,172.87,169.28,149.89,152.93,165.54,147.29,162.66,185.84,174.7,177.34,158.92,110.99,117.36,146.44,187.69,201.62,186.98,157.49,121.64,86.163,97.09,126.18,161.04,183.37,180.89,0
153,126.78,155.55,179.87,182.16,153.97,136.99,154.06,145.52,107.73,128.33,163.79,181.43,159.09,151.79,156.59,157.71,103.81,121.69,144.74,163.58,160.17,156.97,158.13,169.07,145.57,162.64,141.89,137.89,146.17,151.87,169.6,174.1,152.48,183.3,185.21,127.74,123.52,160.31,178.3,198.83,138.94,159.71,159.2,123.2,136.06,170.13,179.47,192.78,136.9,140.23,122.98,139.75,157.57,163.24,175.93,182.21,147.85,141.11,122.39,122.87,141.37,141.77,167.35,177.22,0
154,104.91,107.99,104.47,103.51,104.77,102.34,103.16,102.45,108.64,105.52,104.16,106.04,107.68,105.33,106.84,107.96,97.318,97.025,99.606,102.33,103.61,103.97,103.33,102.53,95.703,96.918,97.583,100.37,98.798,100.8,100.03,97.275,100.55,105.71,106.49,108.98,108.51,108.22,104.61,103.38,101.78,102.23,100.66,103.56,101.14,100.13,101.25,101.96,101.55,102.7,104.38,102.51,100.45,103.34,104.52,104.79,105.67,106.43,101.53,100.14,105.22,107.44,107.11,104.97,1
155,124.79,127.19,128.82,129.27,129.91,126.97,123.41,121.51,123.91,122.72,124.57,125.27,126.46,126.6,128.0,129.07,129.39,126.64,126.71,127.6,130.4,133.74,133.56,136.61,127.88,130.06,131.14,129.34,129.84,129.89,132.53,131.74,115.27,117.4,122.94,122.92,119.81,120.62,120.76,119.75,112.27,112.95,111.45,109.85,111.79,111.55,105.69,103.3,112.44,112.84,113.85,113.42,118.71,118.5,111.19,106.61,118.42,119.14,121.22,125.93,125.57,126.44,124.77,123.59,1
